province,city_regency,selection_basis,selection_method,geocoding_query,matched_name,latitude,longitude,elevation,country_code,country,admin1,admin2,admin3,timezone,population,source
Banten,Pandeglang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Pandeglang,Pandeglang,-6.3084,106.1067,253.0,ID,Indonesia,Banten,Kabupaten Pandeglang,,Asia/Jakarta,92316.0,Open-Meteo Geocoding API
Banten,Serang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Ciruas,Ciruas,-6.125,106.23278,17.0,ID,Indonesia,Banten,Serang Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Banten,Tangerang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tigaraksa,Tigaraksa,-6.22806,106.51389,33.0,ID,Indonesia,Banten,Kabupaten Tangerang,,Asia/Jakarta,,Open-Meteo Geocoding API
Bengkulu,Bengkulu Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Manna,Manna,-4.4651,102.90386,31.0,ID,Indonesia,Bengkulu,South Bengkulu Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Bengkulu,Kaur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Bintuhan,Bintuhan,-4.79371,103.34836,9.0,ID,Indonesia,Bengkulu,Kaur Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Bengkulu,Mukomuko,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Mukomuko,Mukomuko,-2.5689,101.1118,9.0,ID,Indonesia,Bengkulu,Mukomuko Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Bengkulu,Rejang Lebong,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Curup,Curup,-3.4703,102.5207,630.0,ID,Indonesia,Bengkulu,Rejang Lebong Regency,,Asia/Jakarta,46245.0,Open-Meteo Geocoding API
Bengkulu,Seluma,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tais,Tais,-4.07543,102.57739,70.0,ID,Indonesia,Bengkulu,Seluma Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
DI Yogyakarta,Bantul,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Bantul,Bantul,-7.88806,110.32889,49.0,ID,Indonesia,Yogyakarta,Kabupaten Bantul,,Asia/Jakarta,64360.0,Open-Meteo Geocoding API
DI Yogyakarta,Gunungkidul,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Wonosari,Wonosari,-7.96556,110.60361,181.0,ID,Indonesia,Yogyakarta,Gunung Kidul Regency,,Asia/Jakarta,87454.0,Open-Meteo Geocoding API
DI Yogyakarta,Kulon Progo,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Wates,Wates,-7.85722,110.15694,23.0,ID,Indonesia,Yogyakarta,Kulon Progo Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
DI Yogyakarta,Sleman,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Sleman,Sleman,-7.71556,110.35556,210.0,ID,Indonesia,Yogyakarta,Kabupaten Sleman,,Asia/Jakarta,56215.0,Open-Meteo Geocoding API
DI Yogyakarta,Yogyakarta,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Yogyakarta,Yogyakarta,-7.80139,110.36472,110.0,ID,Indonesia,Yogyakarta,Kota Yogyakarta,,Asia/Jakarta,373589.0,Open-Meteo Geocoding API
DKI Jakarta,Jakarta Barat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Jakarta Barat,Jakarta Barat,-6.168329,106.75885,,ID,Indonesia,Jakarta,West Jakarta Administrative City,,Asia/Jakarta,,Manual correction based on validated coordinate
DKI Jakarta,Jakarta Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Jakarta Selatan,Jakarta Selatan,-6.26149,106.8106,,ID,Indonesia,Jakarta,South Jakarta Administrative City,,Asia/Jakarta,,Manual correction based on validated coordinate
DKI Jakarta,Jakarta Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Jakarta Timur,Jakarta Timur,-6.225,106.900444,,ID,Indonesia,Jakarta,East Jakarta Administrative City,,Asia/Jakarta,,Manual correction based on validated coordinate
DKI Jakarta,Jakarta Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Jakarta Utara,Jakarta Utara,-6.145138,106.899452,,ID,Indonesia,Jakarta,North Jakarta Administrative City,,Asia/Jakarta,,Manual correction based on validated coordinate
DKI Jakarta,Kepulauan Seribu,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Pulau Pramuka,Pulau Pramuka,-5.74583,106.61389,7.0,ID,Indonesia,Jakarta,Thousand Islands,,Asia/Jakarta,,Open-Meteo Geocoding API
Gorontalo,Boalemo,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tilamuta,Tilamuta,0.5273,122.3463,12.0,ID,Indonesia,Gorontalo,Boalemo Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Gorontalo,Bone Bolango,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Suwawa,Suwawa,0.5325,123.14694,27.0,ID,Indonesia,Gorontalo,Bone Bolango Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Gorontalo,Gorontalo,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Limboto,Limboto,0.627,122.9778,15.0,ID,Indonesia,Gorontalo,Gorontalo Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Gorontalo,Gorontalo Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Kwandang,Kwandang,0.8348,122.915,9.0,ID,Indonesia,Gorontalo,North Gorontalo Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Gorontalo,Pohuwato,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Marisa,Marisa,0.4655,121.9386,9.0,ID,Indonesia,Gorontalo,Pohuwato Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Jambi,Batanghari,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Muara Bulian,Muara Bulian,-1.71327,103.25902,19.0,ID,Indonesia,Jambi,Batang Hari Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Jambi,Kerinci,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Siulak,Siulak,-1.94667,101.33417,862.0,ID,Indonesia,Jambi,Kerinci Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Jambi,Merangin,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Bangko,Bangko,-2.0796,102.2573,65.0,ID,Indonesia,Jambi,Merangin Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Jambi,Muaro Jambi,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Sengeti,Sengeti,-1.4772,103.50765,14.0,ID,Indonesia,Jambi,Muaro Jambi Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Jambi,Tanjung Jabung Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Muara Sabak,Muara Sabak,-1.13612,103.84987,,ID,Indonesia,Jambi,East Tanjung Jabung Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Jawa Barat,Cianjur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Cianjur,Cianjur,-6.82222,107.13944,456.0,ID,Indonesia,West Java,Kabupaten Cianjur,,Asia/Jakarta,174587.0,Open-Meteo Geocoding API
Jawa Barat,Garut,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Garut,Garut,-7.245,107.921,891.0,ID,Indonesia,West Java,Garut Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Jawa Barat,Indramayu,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Indramayu,Indramayu,-6.32639,108.32,5.0,ID,Indonesia,West Java,Kabupaten Indramayu,,Asia/Jakarta,123263.0,Open-Meteo Geocoding API
Jawa Barat,Karawang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Karawang,Karawang,-6.30525,107.3197,12.0,ID,Indonesia,West Java,Kabupaten Karawang,,Asia/Jakarta,,Open-Meteo Geocoding API
Jawa Barat,Subang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Subang,Subang,-6.57,107.75667,96.0,ID,Indonesia,West Java,Kabupaten Subang,,Asia/Jakarta,,Open-Meteo Geocoding API
Jawa Tengah,Cilacap,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Cilacap,Cilacap,-7.72639,109.00944,10.0,ID,Indonesia,Central Java,Cilacap Regency,,Asia/Jakarta,256996.0,Open-Meteo Geocoding API
Jawa Tengah,Demak,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Demak,Demak,-6.8909,110.6396,9.0,ID,Indonesia,Central Java,Demak Regency,,Asia/Jakarta,27251.0,Open-Meteo Geocoding API
Jawa Tengah,Grobogan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Purwodadi,Purwodadi Grobogan,-7.0868,110.9158,29.0,ID,Indonesia,Central Java,Grobogan Regency,,Asia/Jakarta,139387.0,Open-Meteo Geocoding API
Jawa Tengah,Pati,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Pati,Pati,-6.7559,111.038,13.0,ID,Indonesia,Central Java,Pati Regency,,Asia/Jakarta,107028.0,Open-Meteo Geocoding API
Jawa Tengah,Sragen,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Sragen,Sragen,-7.42639,111.02222,90.0,ID,Indonesia,Central Java,Sragen Regency,,Asia/Jakarta,71522.0,Open-Meteo Geocoding API
Jawa Timur,Bojonegoro,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Bojonegoro,Bojonegoro,-7.1502,111.8817,24.0,ID,Indonesia,East Java,Bojonegoro Regency,,Asia/Jakarta,86568.0,Open-Meteo Geocoding API
Jawa Timur,Jember,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Jember,Jember,-8.17211,113.69953,86.0,ID,Indonesia,East Java,Kabupaten Jember,,Asia/Jakarta,298585.0,Open-Meteo Geocoding API
Jawa Timur,Lamongan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Lamongan,Lamongan,-7.11667,112.41667,8.0,ID,Indonesia,East Java,Kabupaten Lamongan,,Asia/Jakarta,59224.0,Open-Meteo Geocoding API
Jawa Timur,Ngawi,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Ngawi,Ngawi,-7.4038,111.4461,57.0,ID,Indonesia,East Java,Kabupaten Ngawi,,Asia/Jakarta,22412.0,Open-Meteo Geocoding API
Jawa Timur,Tuban,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tuban,Tuban,-6.8976,112.0649,13.0,ID,Indonesia,East Java,Kabupaten Tuban,,Asia/Jakarta,76242.0,Open-Meteo Geocoding API
Kalimantan Barat,Kubu Raya,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Sungai Raya,Sungai Raya,-0.12694,109.40389,2.0,ID,Indonesia,West Kalimantan,Kubu Raya Regency,,Asia/Pontianak,,Open-Meteo Geocoding API
Kalimantan Barat,Landak,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Ngabang,Ngabang,0.38333,109.95,33.0,ID,Indonesia,West Kalimantan,Landak Regency,,Asia/Pontianak,,Open-Meteo Geocoding API
Kalimantan Barat,Mempawah,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Mempawah,Mempawah,0.37102,108.97013,,ID,Indonesia,West Kalimantan,Mempawah Regency,,Asia/Pontianak,,Open-Meteo Geocoding API
Kalimantan Barat,Sambas,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Sambas,Sambas,1.33333,109.25,12.0,ID,Indonesia,West Kalimantan,Sambas Regency,,Asia/Pontianak,,Open-Meteo Geocoding API
Kalimantan Barat,Sanggau,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Sanggau,Sanggau,0.13333,110.6,49.0,ID,Indonesia,West Kalimantan,Sanggau Regency,,Asia/Pontianak,,Open-Meteo Geocoding API
Kalimantan Selatan,Banjar,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Martapura,Martapura,-3.4109,114.8642,6.0,ID,Indonesia,South Kalimantan,Banjar Regency,,Asia/Makassar,131449.0,Open-Meteo Geocoding API
Kalimantan Selatan,Barito Kuala,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Marabahan,Marabahan,-3.0136,114.7687,,ID,Indonesia,South Kalimantan,Barito Kuala Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Kalimantan Selatan,Hulu Sungai Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Kandangan,Kandangan,-2.7837,115.2772,13.0,ID,Indonesia,South Kalimantan,South Hulu Sungai Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Kalimantan Selatan,Tanah Laut,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Pelaihari,Pelaihari,-3.7987,114.7788,20.0,ID,Indonesia,South Kalimantan,Tanah Laut Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Kalimantan Selatan,Tapin,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Rantau,Rantau,-2.9334,115.1621,9.0,ID,Indonesia,South Kalimantan,Tapin Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Kalimantan Tengah,Barito Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tamiang Layang,Tamiang Layang,-2.1236,115.1958,39.0,ID,Indonesia,Central Kalimantan,East Barito Regency,,Asia/Pontianak,,Open-Meteo Geocoding API
Kalimantan Tengah,Kapuas,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Kuala Kapuas,Kuala Kapuas,-3.0013,114.3916,,ID,Indonesia,Central Kalimantan,Kapuas Regency,,Asia/Jakarta,,Manual correction based on validated coordinate
Kalimantan Tengah,Kotawaringin Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Sampit,Sampit,-2.5315,112.9496,5.0,ID,Indonesia,Central Kalimantan,East Kotawaringin Regency,,Asia/Pontianak,166773.0,Open-Meteo Geocoding API
Kalimantan Tengah,Pulang Pisau,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Pulang Pisau,Pulang Pisau,-2.7671,114.2406,9.0,ID,Indonesia,Central Kalimantan,Pulang Pisau Regency,,Asia/Pontianak,,Open-Meteo Geocoding API
Kalimantan Tengah,Seruyan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Kuala Pembuang,Kuala Pembuang,-3.39228,112.55049,5.0,ID,Indonesia,Central Kalimantan,Seruyan Regency,,Asia/Pontianak,,Open-Meteo Geocoding API
Kalimantan Timur,Berau,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tanjung Redeb,Tanjung Redeb,2.15281,117.49672,8.0,ID,Indonesia,East Kalimantan,Kabupaten Berau,,Asia/Makassar,,Open-Meteo Geocoding API
Kalimantan Timur,Kutai Kartanegara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tenggarong,Tenggarong,-0.42366,116.98895,10.0,ID,Indonesia,East Kalimantan,Kutai Kartanegara Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Kalimantan Timur,Kutai Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Sangatta,Sangatta,0.5049,117.5279,10.0,ID,Indonesia,East Kalimantan,East Kutai Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Kalimantan Timur,Paser,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tanah Grogot,Tanah Grogot Airport,-1.91013,116.202,6.0,ID,Indonesia,East Kalimantan,Paser Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Kalimantan Timur,Penajam Paser Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Penajam,Penajam,-1.24919,116.76968,7.0,ID,Indonesia,East Kalimantan,North Penajam Paser Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Kalimantan Utara,Bulungan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tanjung Selor,Tanjung Selor,2.8375,117.36528,9.0,ID,Indonesia,North Kalimantan,Bulungan Regency,,Asia/Makassar,56569.0,Open-Meteo Geocoding API
