province,city_regency,selection_basis,geocoding_query,selection_method
DI Yogyakarta,Kulon Progo,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Wates,draft_top_food_crop_candidate
DI Yogyakarta,Yogyakarta,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Yogyakarta,draft_top_food_crop_candidate
Jawa Timur,Lamongan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Lamongan,draft_top_food_crop_candidate
Jawa Timur,Tuban,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tuban,draft_top_food_crop_candidate
Jawa Timur,Jember,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Jember,draft_top_food_crop_candidate
Jawa Timur,Ngawi,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Ngawi,draft_top_food_crop_candidate
Jawa Timur,Bojonegoro,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Bojonegoro,draft_top_food_crop_candidate
Bali,Tabanan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tabanan,draft_top_food_crop_candidate
Bali,Gianyar,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Gianyar,draft_top_food_crop_candidate
Bali,Buleleng,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Singaraja,draft_top_food_crop_candidate
Bali,Badung,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Mangupura,draft_top_food_crop_candidate
Bali,Karangasem,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Amlapura,draft_top_food_crop_candidate
Nusa Tenggara Barat,Lombok Tengah,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Praya,draft_top_food_crop_candidate
Nusa Tenggara Barat,Lombok Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Selong,draft_top_food_crop_candidate
Nusa Tenggara Barat,Sumbawa,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sumbawa Besar,draft_top_food_crop_candidate
Nusa Tenggara Barat,Dompu,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Dompu,draft_top_food_crop_candidate
Nusa Tenggara Barat,Bima,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Bima,draft_top_food_crop_candidate
Nusa Tenggara Timur,Manggarai,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Ruteng,draft_top_food_crop_candidate
Nusa Tenggara Timur,Sumba Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Waingapu,draft_top_food_crop_candidate
Nusa Tenggara Timur,Kupang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Oelamasi,draft_top_food_crop_candidate
Nusa Tenggara Timur,Timor Tengah Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Soe,draft_top_food_crop_candidate
Nusa Tenggara Timur,Belu,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Atambua,draft_top_food_crop_candidate
Kalimantan Barat,Kubu Raya,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sungai Raya,draft_top_food_crop_candidate
Kalimantan Barat,Sambas,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sambas,draft_top_food_crop_candidate
Kalimantan Barat,Landak,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Ngabang,draft_top_food_crop_candidate
Kalimantan Barat,Mempawah,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Mempawah,draft_top_food_crop_candidate
Kalimantan Barat,Sanggau,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sanggau,draft_top_food_crop_candidate
Kalimantan Tengah,Kapuas,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kuala Kapuas,draft_top_food_crop_candidate
Kalimantan Tengah,Pulang Pisau,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Pulang Pisau,draft_top_food_crop_candidate
Kalimantan Tengah,Kotawaringin Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sampit,draft_top_food_crop_candidate
Kalimantan Tengah,Barito Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tamiang Layang,draft_top_food_crop_candidate
Kalimantan Tengah,Seruyan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kuala Pembuang,draft_top_food_crop_candidate
Kalimantan Selatan,Barito Kuala,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Marabahan,draft_top_food_crop_candidate
Kalimantan Selatan,Banjar,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Martapura,draft_top_food_crop_candidate
Kalimantan Selatan,Hulu Sungai Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kandangan,draft_top_food_crop_candidate
Kalimantan Selatan,Tapin,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Rantau,draft_top_food_crop_candidate
Kalimantan Selatan,Tanah Laut,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Pelaihari,draft_top_food_crop_candidate
Kalimantan Timur,Kutai Kartanegara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tenggarong,draft_top_food_crop_candidate
Kalimantan Timur,Penajam Paser Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Penajam,draft_top_food_crop_candidate
Kalimantan Timur,Paser,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tanah Grogot,draft_top_food_crop_candidate
Kalimantan Timur,Kutai Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sangatta,draft_top_food_crop_candidate
Kalimantan Timur,Berau,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tanjung Redeb,draft_top_food_crop_candidate
Kalimantan Utara,Bulungan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tanjung Selor,draft_top_food_crop_candidate
Kalimantan Utara,Nunukan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Nunukan,draft_top_food_crop_candidate
Kalimantan Utara,Malinau,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Malinau,draft_top_food_crop_candidate
Kalimantan Utara,Tana Tidung,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tideng Pale,draft_top_food_crop_candidate
Kalimantan Utara,Tarakan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tarakan,draft_top_food_crop_candidate
Sulawesi Utara,Bolaang Mongondow,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Lolak,draft_top_food_crop_candidate
Sulawesi Utara,Minahasa,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tondano,draft_top_food_crop_candidate
Sulawesi Utara,Minahasa Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Amurang,draft_top_food_crop_candidate
Sulawesi Utara,Minahasa Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Airmadidi,draft_top_food_crop_candidate
Sulawesi Utara,Bolaang Mongondow Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Boroko,draft_top_food_crop_candidate
Gorontalo,Gorontalo,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Limboto,draft_top_food_crop_candidate
Gorontalo,Boalemo,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tilamuta,draft_top_food_crop_candidate
