province,city_regency,selection_basis,geocoding_query,selection_method,geocoding_query_original,geocoding_correction_note
Sumatera Barat,Lima Puluh Kota,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sarilamak,draft_top_food_crop_candidate,Sarilamak,
Sumatera Barat,Solok,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Arosuka,draft_top_food_crop_candidate,Arosuka,
Sumatera Barat,Pasaman Barat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Simpang Empat,draft_top_food_crop_candidate,Simpang Empat,
Riau,Kampar,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Bangkinang,draft_top_food_crop_candidate,Bangkinang,
Riau,Rokan Hilir,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Bagansiapiapi,draft_top_food_crop_candidate,Bagan Siapiapi,Ejaan alternatif tanpa spasi
Riau,Indragiri Hilir,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tembilahan,draft_top_food_crop_candidate,Tembilahan,
Riau,Siak,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Siak Sri Indrapura,draft_top_food_crop_candidate,Siak Sri Indrapura,
Riau,Rokan Hulu,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Pasir Pengaraian,draft_top_food_crop_candidate,Pasir Pengaraian,
Kepulauan Riau,Bintan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Bintan,draft_top_food_crop_candidate,Bintan,
Kepulauan Riau,Karimun,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Karimun,draft_top_food_crop_candidate,Karimun,
Kepulauan Riau,Lingga,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Daik,draft_top_food_crop_candidate,Daik,
Kepulauan Riau,Natuna,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Ranai,draft_top_food_crop_candidate,Ranai,
Kepulauan Riau,Batam,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Batam,draft_top_food_crop_candidate,Batam,
Jambi,Kerinci,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Siulak,draft_top_food_crop_candidate,Siulak,
Jambi,Merangin,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Bangko,draft_top_food_crop_candidate,Bangko,
Jambi,Muaro Jambi,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sengeti,draft_top_food_crop_candidate,Sengeti,
Jambi,Tanjung Jabung Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Muara Sabak,draft_top_food_crop_candidate,Muara Sabak,
Jambi,Batanghari,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Muara Bulian,draft_top_food_crop_candidate,Muara Bulian,
Sumatera Selatan,Ogan Komering Ulu Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Martapura,draft_top_food_crop_candidate,Martapura,
Sumatera Selatan,Ogan Komering Ilir,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kayu Agung,draft_top_food_crop_candidate,Kayu Agung,
Sumatera Selatan,Banyuasin,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Pangkalan Balai,draft_top_food_crop_candidate,Pangkalan Balai,
Sumatera Selatan,Musi Banyuasin,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sekayu,draft_top_food_crop_candidate,Sekayu,
Sumatera Selatan,Muara Enim,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Muara Enim,draft_top_food_crop_candidate,Muara Enim,
Kepulauan Bangka Belitung,Bangka,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sungailiat,draft_top_food_crop_candidate,Sungailiat,
Kepulauan Bangka Belitung,Bangka Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Toboali,draft_top_food_crop_candidate,Toboali,
Kepulauan Bangka Belitung,Belitung,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tanjung Pandan,draft_top_food_crop_candidate,Tanjung Pandan,
Kepulauan Bangka Belitung,Bangka Barat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Muntok,draft_top_food_crop_candidate,Muntok,
Kepulauan Bangka Belitung,Belitung Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Manggar,draft_top_food_crop_candidate,Manggar,
Bengkulu,Bengkulu Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Manna,draft_top_food_crop_candidate,Manna,
Bengkulu,Rejang Lebong,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Curup,draft_top_food_crop_candidate,Curup,
Bengkulu,Seluma,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tais,draft_top_food_crop_candidate,Tais,
Bengkulu,Mukomuko,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Mukomuko,draft_top_food_crop_candidate,Mukomuko,
Bengkulu,Kaur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Bintuhan,draft_top_food_crop_candidate,Bintuhan,
Lampung,Lampung Tengah,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Gunung Sugih,draft_top_food_crop_candidate,Gunung Sugih,
Lampung,Lampung Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sukadana,draft_top_food_crop_candidate,Sukadana,
Lampung,Lampung Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kalianda,draft_top_food_crop_candidate,Kalianda,
Lampung,Tulang Bawang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Menggala,draft_top_food_crop_candidate,Menggala,
Lampung,Lampung Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kotabumi,draft_top_food_crop_candidate,Kotabumi,
Banten,Pandeglang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Pandeglang,draft_top_food_crop_candidate,Pandeglang,
Banten,Lebak,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Rangkasbitung,draft_top_food_crop_candidate,Rangkasbitung,
Banten,Serang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Ciruas,draft_top_food_crop_candidate,Ciruas,
Banten,Tangerang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tigaraksa,draft_top_food_crop_candidate,Tigaraksa,
Banten,Cilegon,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Cilegon,draft_top_food_crop_candidate,Cilegon,
DKI Jakarta,Jakarta Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",East Jakarta,draft_top_food_crop_candidate,Jakarta Timur,Nama bahasa Inggris wilayah administrasi
DKI Jakarta,Jakarta Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",South Jakarta,draft_top_food_crop_candidate,Jakarta Selatan,Nama bahasa Inggris wilayah administrasi
DKI Jakarta,Jakarta Barat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",West Jakarta,draft_top_food_crop_candidate,Jakarta Barat,Nama bahasa Inggris wilayah administrasi
DKI Jakarta,Jakarta Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",North Jakarta,draft_top_food_crop_candidate,Jakarta Utara,Nama bahasa Inggris wilayah administrasi
DKI Jakarta,Kepulauan Seribu,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Pulau Pramuka,draft_top_food_crop_candidate,Pulau Pramuka,
Jawa Barat,Indramayu,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Indramayu,draft_top_food_crop_candidate,Indramayu,
Jawa Barat,Karawang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Karawang,draft_top_food_crop_candidate,Karawang,
Jawa Barat,Subang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Subang,draft_top_food_crop_candidate,Subang,
Jawa Barat,Cianjur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Cianjur,draft_top_food_crop_candidate,Cianjur,
Jawa Barat,Garut,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Garut,draft_top_food_crop_candidate,Garut,
Jawa Tengah,Grobogan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Purwodadi,draft_top_food_crop_candidate,Purwodadi,
Jawa Tengah,Sragen,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sragen,draft_top_food_crop_candidate,Sragen,
Jawa Tengah,Cilacap,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Cilacap,draft_top_food_crop_candidate,Cilacap,
Jawa Tengah,Demak,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Demak,draft_top_food_crop_candidate,Demak,
Jawa Tengah,Pati,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Pati,draft_top_food_crop_candidate,Pati,
DI Yogyakarta,Sleman,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sleman,draft_top_food_crop_candidate,Sleman,
DI Yogyakarta,Bantul,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Bantul,draft_top_food_crop_candidate,Bantul,
DI Yogyakarta,Gunungkidul,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Wonosari,draft_top_food_crop_candidate,Wonosari,
DI Yogyakarta,Kulon Progo,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Wates,draft_top_food_crop_candidate,Wates,
DI Yogyakarta,Yogyakarta,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Yogyakarta,draft_top_food_crop_candidate,Yogyakarta,
Jawa Timur,Lamongan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Lamongan,draft_top_food_crop_candidate,Lamongan,
Jawa Timur,Tuban,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tuban,draft_top_food_crop_candidate,Tuban,
Jawa Timur,Jember,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Jember,draft_top_food_crop_candidate,Jember,
Jawa Timur,Ngawi,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Ngawi,draft_top_food_crop_candidate,Ngawi,
Jawa Timur,Bojonegoro,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Bojonegoro,draft_top_food_crop_candidate,Bojonegoro,
Bali,Tabanan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tabanan,draft_top_food_crop_candidate,Tabanan,
Bali,Gianyar,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Gianyar,draft_top_food_crop_candidate,Gianyar,
Bali,Buleleng,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Singaraja,draft_top_food_crop_candidate,Singaraja,
Bali,Badung,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Mangupura,draft_top_food_crop_candidate,Mangupura,
Bali,Karangasem,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Amlapura,draft_top_food_crop_candidate,Amlapura,
Nusa Tenggara Barat,Lombok Tengah,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Praya,draft_top_food_crop_candidate,Praya,
Nusa Tenggara Barat,Lombok Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Selong,draft_top_food_crop_candidate,Selong,
Nusa Tenggara Barat,Sumbawa,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sumbawa Besar,draft_top_food_crop_candidate,Sumbawa Besar,
Nusa Tenggara Barat,Dompu,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Dompu,draft_top_food_crop_candidate,Dompu,
Nusa Tenggara Barat,Bima,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Bima,draft_top_food_crop_candidate,Bima,
Nusa Tenggara Timur,Manggarai,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Ruteng,draft_top_food_crop_candidate,Ruteng,
Nusa Tenggara Timur,Sumba Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Waingapu,draft_top_food_crop_candidate,Waingapu,
Nusa Tenggara Timur,Kupang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Oelamasi,draft_top_food_crop_candidate,Oelamasi,
Nusa Tenggara Timur,Timor Tengah Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Soe,draft_top_food_crop_candidate,Soe,
Nusa Tenggara Timur,Belu,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Atambua,draft_top_food_crop_candidate,Atambua,
Kalimantan Barat,Kubu Raya,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sungai Raya,draft_top_food_crop_candidate,Sungai Raya,
Kalimantan Barat,Sambas,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sambas,draft_top_food_crop_candidate,Sambas,
Kalimantan Barat,Landak,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Ngabang,draft_top_food_crop_candidate,Ngabang,
Kalimantan Barat,Mempawah,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Mempawah,draft_top_food_crop_candidate,Mempawah,
Kalimantan Barat,Sanggau,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sanggau,draft_top_food_crop_candidate,Sanggau,
Kalimantan Tengah,Kapuas,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kuala Kapuas Kalimantan Tengah,draft_top_food_crop_candidate,Kuala Kapuas,Query diperjelas agar tidak match ke Malaysia
Kalimantan Tengah,Pulang Pisau,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Pulang Pisau,draft_top_food_crop_candidate,Pulang Pisau,
Kalimantan Tengah,Kotawaringin Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sampit,draft_top_food_crop_candidate,Sampit,
Kalimantan Tengah,Barito Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tamiang Layang,draft_top_food_crop_candidate,Tamiang Layang,
Kalimantan Tengah,Seruyan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kuala Pembuang,draft_top_food_crop_candidate,Kuala Pembuang,
Kalimantan Selatan,Barito Kuala,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Marabahan,draft_top_food_crop_candidate,Marabahan,
Kalimantan Selatan,Banjar,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Martapura,draft_top_food_crop_candidate,Martapura,
Kalimantan Selatan,Hulu Sungai Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kandangan,draft_top_food_crop_candidate,Kandangan,
Kalimantan Selatan,Tapin,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Rantau,draft_top_food_crop_candidate,Rantau,
Kalimantan Selatan,Tanah Laut,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Pelaihari,draft_top_food_crop_candidate,Pelaihari,
Kalimantan Timur,Kutai Kartanegara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tenggarong,draft_top_food_crop_candidate,Tenggarong,
Kalimantan Timur,Penajam Paser Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Penajam,draft_top_food_crop_candidate,Penajam,
Kalimantan Timur,Paser,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tanah Grogot,draft_top_food_crop_candidate,Tanah Grogot,
Kalimantan Timur,Kutai Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sangatta,draft_top_food_crop_candidate,Sangatta,
Kalimantan Timur,Berau,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tanjung Redeb,draft_top_food_crop_candidate,Tanjung Redeb,
Kalimantan Utara,Bulungan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tanjung Selor,draft_top_food_crop_candidate,Tanjung Selor,
Kalimantan Utara,Nunukan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Nunukan,draft_top_food_crop_candidate,Nunukan,
